file,label
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406192014005320_20250731001844_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406192016003517_20250812181618_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406192020005241_20250909044555_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406192024001116_20251005075433_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406202014150205_20250731011319_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406202020150127_20250909053537_SKT.tif,partial_cloud
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406202024141551_20251005084501_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406212009005314_20250628112048_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406212017145527_20250821225848_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406212017145536_20250821230026_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406222025234246_20251009204917_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406232006145455_20250528133546_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406232006145504_20250528133754_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406232023003259_20250930192525_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406242010005247_20250704191814_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406252022004110_20250921175623_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406262010004025_20250704195929_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406262010004034_20250704200052_SKT.tif,partial_cloud
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406272025234331_20251009224655_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406282002145653_20250223161647_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406282002145702_20250223161004_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00406282017150137_20250822014842_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407012003145509_20250311165626_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407012003145518_20250311165007_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407032003144253_20250311182559_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407032007150137_20250615225111_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407032019005246_20250903232802_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407042019150132_20250904002326_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407042025134722_20251010012401_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407042025134731_20251010013335_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407052005004553_20250518192051_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407052020005240_20250909123322_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407062002004202_20250223235622_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407062002004210_20250223235554_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407062014150152_20250731101613_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407062020150126_20250909132256_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407062023143737_20251001020555_SKT.tif,partial_cloud
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407062024000858_20251005155757_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407072014004044_20250731103738_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407072014004053_20250731103739_SKT.tif,partial_cloud
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407072020004027_20250909134339_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407072024141326_20251005164824_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407072024141335_20251005164958_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407072025234458_20251010023139_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407082014144937_20250731112404_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407092025134804_20251010032804_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407092025134813_20251010032714_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407102012003412_20250717205304_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407112001150323_20250209211056_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407112013004636_20250724175157_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407112015145031_20250807162419_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407112016150227_20250814150602_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407122004144900_20250329104657_SKT.tif,partial_cloud
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407122007145530_20250616130303_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407122007145539_20250616131525_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407122013145521_20250724200040_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407122013145530_20250724194457_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407122023002326_20251001043158_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407132001145110_20250209230446_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407132016145014_20250814161351_SKT.tif,partial_cloud
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407132023142850_20251001104837_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407132023142859_20251001105707_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407162017144932_20250822094909_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407172023003107_20251001120503_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407182012144908_20250718015113_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407192013150126_20250724223014_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407192025134929_20251010084045_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407202019150129_20250904073650_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407202021143958_20250916104844_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407212019004030_20250903021112_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407222020150128_20250909213521_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407222025234654_20251010104901_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407232002145057_20250224163632_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407232024000609_20251006004442_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407242006004617_20250529110808_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407242023002220_20250928101129_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407242025135008_20251010114715_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407252006145503_20250529122004_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407252006145512_20250529121417_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407272004004003_20250330013511_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407272004004012_20250330013235_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407272016150222_20250815001502_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407292001145104_20250210150441_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00407292016145008_20250815011313_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408022001010039_20250210182315_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408022003145424_20250313072351_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408022003145433_20250313071532_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408022014144318_20250801015357_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408032006144901_20250529175536_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408032009003436_20250629084053_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408032012144900_20250718103434_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408032015145640_20250808030803_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408042001004816_20250210203620_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408042001004824_20250210203449_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408042004145455_20250330094155_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408042004145504_20250330093340_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408042013150138_20250725041402_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408052019150127_20250904150441_SKT.tif,partial_cloud
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408062002150256_20250225050917_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408072005145439_20250520003309_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408072005145448_20250520001946_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408072014150147_20250801044119_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408072020150128_20250910145950_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408082002145042_20250225063857_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408082017145545_20250822214514_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408082017145554_20250822214813_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408102024140707_20251006105632_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408102024140715_20251006105842_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408112003144827_20250313161236_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408112004150101_20250330160633_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408112023143453_20250929160437_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408122016150214_20250815094318_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408132004144847_20250330175401_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408142005150047_20250520053338_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408142016144959_20250815110608_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408152002145651_20250225124200_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408152002145700_20250225124455_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408152017150158_20250823015501_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408152024141140_20251006140500_SKT.tif,partial_cloud
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408152024141148_20251006135842_SKT.tif,partial_cloud
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408152025133307_20251010231716_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408172002144439_20250225140914_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408182003145433_20250314011705_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408182003145442_20250314011728_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408192006144859_20250530033437_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408202013150143_20250725101052_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408202024141610_20251006163128_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408212019150124_20250904222038_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408232014150158_20250801133510_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408232020150129_20250910233958_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408232023143401_20250929224314_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408242017145549_20250823064439_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408242017145558_20250823064458_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408282016150201_20250815180515_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408302025133441_20251011061924_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408312011150105_20250711193701_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00408312017150201_20250823101626_SKT.tif,not_in_scene
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409042021145123_20250917115225_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409042021145132_20250917120425_SKT.tif,clear
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409042025133507_20251121231732_SKT.tif,cloudy
C:\Users\Lenovo\Documents\GEUS_internship\LWST_estimation_project\ASTER08_LSWT\data\AST_08_00409062016145542_20250815215632_SKT.tif,cloudy
